SKU,Name,Description,Short description,Regular price,Categories,Length (mm),Width (mm),Height (mm),Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s)
G510A,Brema Modular Flaker With 510Kg Production Per 24 Hours. Requires Cover Assembly,"<p>Brema's G Series G510A Granular Ice Flake Maker produces a huge 510kg per day of snowflake ice that perfectly accompanies any drink or fresh food display. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1700W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 510kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Huge 510kg per day ice production and compatible with large range of storage bins</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect solution for large self serve restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G510A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G510A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G510A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G510A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",8868.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/G510A.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
G510A-HC,Brema Modular Flaker With 435Kg Production Per 24 Hours. R290 refrigerant.,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G510A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G510A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G510A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G510A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",8868.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/G510A-HC.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
GB1555A,Brema Granular Ice Flaker With Internal Storage Bin. Up To 155Kg Production.,"<p>Brema's GB Series GB1555A Granular Ice Flake Maker produces 155kg per day of snowflake ice with 55kg of internal storage. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 650W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 150kg</p>
<p>Storage: 55kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>150kg per day ice production with 55kg of storage included in unit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect tabletop solution for restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/GB1555A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/GB1555A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/GB1555A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/GB1555A_3D.dwg"" target=""_blank"">3D</a></p>
",,5728.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",690.0,738.0,1020.0,/wp-uploads/comcater/brema/GB1555A.jpg,Brand,BREMA,Height,1020.0,Depth,690.0,Width,738.0
GB601A,Brema Granular Ice Flaker With Internal Storage Bin. Up To 60Kg Production.,"<p>Brema's GB Series GB601A Granular Ice Flake Maker produces 60kg per day of snowflake ice with 10kg of internal storage. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 420W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 60kg</p>
<p>Storage: 10kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>60kg per day ice production with 10kg of storage included in unit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect tabletop solution for restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/GB601A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/GB601A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/GB601A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/GB601A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",4786.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",620.0,450.0,680.0,/wp-uploads/comcater/brema/GB601A.jpg,Brand,BREMA,Height,680.0,Depth,620.0,Width,450.0
GB902A,Brema Granular Ice Flaker With Internal Storage Bin. Up To 95Kg Production,"<p>Brema's GB Series GB902A Granular Ice Flake Maker produces 95kg per day of snowflake ice with 20kg of internal storage. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 550W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 90kg</p>
<p>Storage: 20kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>90kg per day ice production with 20kg of storage included in unit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect tabletop solution for restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/GB902A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/GB902A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/GB902A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/GB902A_3D.dwg"" target=""_blank"">3D</a></p>
",,4929.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",660.0,500.0,690.0,/wp-uploads/comcater/brema/GB902A.jpg,Brand,BREMA,Height,690.0,Depth,660.0,Width,500.0
GB903A,Brema Granular Ice Flaker With Internal Storage Bin. 95Kg Production. 30Kg Storage,"<p>Brema's GB Series GB903A Granular Ice Flake Maker produces 95kg per day of snowflake ice with 30kg of internal storage. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 550W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 90kg</p>
<p>Storage: 30kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>90kg per day ice production with 30kg of storage included in unit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect tabletop solution for restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/GB903A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/GB903A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/GB903A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/GB903A_3D.dwg"" target=""_blank"">3D</a></p>
",,5049.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",660.0,500.0,800.0,/wp-uploads/comcater/brema/GB903A.jpg,Brand,BREMA,Height,800.0,Depth,660.0,Width,500.0
HIKU26A,Brema 13G Bench Top Ice Dispenser. 22Kg Production. 7Kg Storage,"<p>Brema's Special Series HIKU26A 13g Ice Cube Maker produces 22kg per day of artisan crystalline ice cubes with 7kg of storage capacity while also featuring an ice dispenser. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 250W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 26kg</p>
<p>Storage: 7kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>26kg per day ice production, 7kg of storage plus optical sensor ice dispenser</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Designed to be installed on a bench or a stainless steel Brema  HIKU TOWER</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Utilises an optical sensor to dispense the ice  making it completely hands-free</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/HIKU26A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/HIKU26A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/HIKU26A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/HIKU26A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",4870.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",530.0,395.0,790.0,/wp-uploads/comcater/brema/HIKU26A.jpg,Brand,BREMA,Height,790.0,Depth,530.0,Width,395.0
HIKU26A-HC,Brema Bench Top Ice Dispenser. R290 Refrigerant. 22Kg Production. 7Kg Storage,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 36 / 36 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/HIKU26A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/HIKU26A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/HIKU26A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/HIKU26A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",4870.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",530.0,395.0,790.0,/wp-uploads/comcater/brema/HIKU26A-HC.jpg,Brand,BREMA,Height,790.0,Depth,530.0,Width,395.0
IC18A,Brema 13G Compact Ice Cuber with 22Kg Production and 4Kg Storage Capacity,"<p>Brema's IC Series IC18A 13g Ice Cube Maker produces 22kg per day of artisan crystalline ice cubes with 4kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 320W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 21kg</p>
<p>Storage: 4kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>21kg per day ice production and 4kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>With vents at the front, the IC series is perfect for cabinet, bench or under counter installs</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/IC18A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/IC18A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/IC18A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/IC18A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",2570.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",430.0,540.0,470.0,/wp-uploads/comcater/brema/IC18A.jpg,Brand,BREMA,Height,470.0,Depth,430.0,Width,540.0
IC24A,Brema 13G Compact Ice Cuber with 26Kg Production and 6Kg Storage Capacity,"<p>Brema's IC Series IC24A 13g Ice Cube Maker produces 26kg per day of artisan crystalline ice cubes with 6kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 370W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 24kg</p>
<p>Storage: 6kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>24kg per day ice production and 6kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>With vents at the front, the IC series is perfect for cabinet, bench or under counter installs</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/IC24A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/IC24A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/IC24A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/IC24A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",510.0,595.0,502.0,/wp-uploads/comcater/brema/IC24A.jpg,Brand,BREMA,Height,502.0,Depth,510.0,Width,595.0
KBIN100G,Brema Cover Assembly To Suit Bin100 And New G And Tm Machines,"<p>Cover assembly to suit BIN100 and NEW G and TM machines</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN100G.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN100G_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN100G_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN100G_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN100G.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN100VM350,Brema Cover Assembly To Suit Bin100 And Vm350A,"<p>Cover assembly to suit BIN100 and VM350A</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN100VM350.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN100VM350_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN100VM350_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN100VM350_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN100VM350.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN200C,Brema Cover Assembly To Suit Bin200 And C150A,"<p>Brema Cover assembly to suit BIN200 and C150A.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN200C.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN200C_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN200C_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN200C_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN200C.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN200G-NEW,Brema Cover Assembly To Suit Bin200 And New G Series Machines,"<p>Cover assembly to suit BIN200 and new G series machines.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN200G-NEW.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN200G-NEW_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN200G-NEW_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN200G-NEW_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN200G-NEW.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN200VM350,Brema Cover Assembly To Suit Bin200 And Vm350A,"<p>Brema Cover assembly to suit BIN200 and VM350A</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN200VM350.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN200VM350_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN200VM350_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN200VM350_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN200VM350.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN200VM500900,Brema Cover Assembly To Suit Bin200 And Vm500A And Vm900A,"<p>Brema Cover assembly to suit BIN200 and VM500A & VM900A.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN200VM500900.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN200VM500900_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN200VM500900_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN200VM500900_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN200VM500900.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN240C,Brema Cover Assembly To Suit Bin240 And C150A,"<p>Brema Cover assembly to suit BIN240 and C150A.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN240C.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN240C_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN240C_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN240C_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN240C.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN240G-NEW,Brema Cover Assembly To Suit Bin240Pe And New G Series Machines,"<p>Cover assembly to suit BIN240PE and new G series machines.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN240G-NEW.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN240G-NEW_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN240G-NEW_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN240G-NEW_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN240G-NEW.jpg,Brand,BREMA,Height,,Depth,,Width,
KBIN240VM350,Brema Cover Assembly To Suit Bin240 And Vm350A,"<p>Brema Cover assembly to suit BIN240 and VM350A</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/KBIN240VM350.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/KBIN240VM350_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/KBIN240VM350_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/KBIN240VM350_3D.dwg"" target=""_blank"">3D</a></p>
",,0.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/KBIN240VM350.jpg,Brand,BREMA,Height,,Depth,,Width,
